isPageImage, link, compareLink, similarUrlCount, isRelatedLink, containsHost
			https://www.mangaread.org/wp-content/uploads/WP-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/6.jpg,			
			wp-content/uploads/wp-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/6.jpg,9,false,true
true,			
			https://www.mangaread.org/wp-content/uploads/WP-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/7.jpg,			
			wp-content/uploads/wp-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/7.jpg,9,false,true
true,			
			https://www.mangaread.org/wp-content/uploads/WP-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/8.jpg,			
			wp-content/uploads/wp-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/8.jpg,9,false,true
true,			
			https://www.mangaread.org/wp-content/uploads/WP-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/9.jpg,			
			wp-content/uploads/wp-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/9.jpg,9,false,true
true,			
			https://www.mangaread.org/wp-content/uploads/WP-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/10.jpg,			
			wp-content/uploads/wp-manga/data/manga_5ef9a1f74747c/ec44fb4fc4d01dd371e04529ac6d9197/10.jpg,9,false,true
false,https://www.mangaread.org/wp-content/uploads/2020/02/home.png,wp-content/uploads/2020/02/home.png,2,false,true
false,https://www.mangaread.org/wp-content/themes/madara/images/dflazy.jpg,wp-content/themes/madara/images/dflazy.jpg,2,false,true
false,//logs.vlitag.com/sub/?d=mangaread.org&h=www.mangaread.org,//logs.vlitag.com/sub/?d=mangaread.org&h=www.mangaread.org,0,false,true
false,https://zem.outbrainimg.com/p/srv/sha/e3/75/15/bf8355fdf04038ca10262539f1d5c86a7d.jpg?w=90&h=70&fit=crop&crop=center&fm=jpg,p/srv/sha/e3/75/15/bf8355fdf04038ca10262539f1d5c86a7d.jpg?w=90&h=70&fit=crop&crop=center&fm=jpg,0,false,false
false,https://rt3014.infolinks.com/action/adview.htm?rid=b56617ed-c7eb-4315-9d2a-10150eaa2791&bdc=1&midx=0&emd=NDI0fjU5MTkwOV81OTE5MTE&rts=1610779505972&prod_t=d&jsv=1722.011-3.010.ab.1724.007-3.010&sdata=email&scs=PVa8PcBKFn&rsd=Dr3r7wwQQhCmKW_sVu6ydM0j8fTJ8BKgrooGxEegpimOnrTX58eM5Q6P3HinIZCpOeAiUE3XNxtzDX9E5a8wIoXzIfMLo7kCttPfhp2z4s3LcxbW7yQ-S7AOWHWdRyfAlQqfaHn6cToXDdlIPXJ7ZKeTLDFoDYiH&rsk=59&rcs=QrXVPRlQc-zYDkxxSGc2jA,action/adview.htm?rid=b56617ed-c7eb-4315-9d2a-10150eaa2791&bdc=1&midx=0&emd=ndi0fju5mtkwov81ote5mte&rts=1610779505972&prod_t=d&jsv=1722.011-3.010.ab.1724.007-3.010&sdata=email&scs=pva8pcbkfn&rsd=dr3r7wwqqhcmkw_svu6ydm0j8ftj8bkgroogxeegpimonrtx58em5q6p3hinizcpoeaiue3xnxtzdx9e5a8wioxzifmlo7kcttpfhp2z4s3lcxbw7yq-s7aowhwdryfalqqfahn6ctoxddlipxj7zketldfodyih&rsk=59&rcs=qrxvprlqc-zydkxxsgc2ja,1,false,false
false,https://node75.impressionssl.adshop.infolinks.com/impression/?vh=874718566&agy=414981&aid=590640&cid=591909&gid=591910&id=591911&st=1610779505&kwid=0&skw=email&sid=3306463_0&sip=2285114880&pid=15&tid=2&mime=image/png&dev=1&mtyp=501&agtyp=0&rid=b56617ed-c7eb-4315-9d2a-10150eaa2791&idfa=&gaid=&kw_cat=300&pixel=1,impression/?vh=874718566&agy=414981&aid=590640&cid=591909&gid=591910&id=591911&st=1610779505&kwid=0&skw=email&sid=3306463_0&sip=2285114880&pid=15&tid=2&mime=image/png&dev=1&mtyp=501&agtyp=0&rid=b56617ed-c7eb-4315-9d2a-10150eaa2791&idfa=&gaid=&kw_cat=300&pixel=1,0,false,false
false,https://rt3014.infolinks.com/action/adview.htm?rid=b56617ed-c7eb-4315-9d2a-10150eaa2791&bdc=2&midx=0&emd=NDg0fndvcmRzYS5jb20&rts=1610779505995&prod_t=h&jsv=1722.011-3.010.ab.1724.007-3.010&sdata=brief&scs=nC7n0qq6u2&rsd=Dr3r7wwQQhCmKW_sVu6ydM0j8fTJ8BKgrooGxEegpimOnrTX58eM5Q6P3HinIZCpOeAiUE3XNxtzDX9E5a8wIoXzIfMLo7kCttPfhp2z4s3LcxbW7yQ-S7AOWHWdRyfAlQqfaHn6cToXDdlIPXJ7ZKeTLDFoDYiH&rsk=59&rcs=QrXVPRlQc-zYDkxxSGc2jA,action/adview.htm?rid=b56617ed-c7eb-4315-9d2a-10150eaa2791&bdc=2&midx=0&emd=ndg0fndvcmrzys5jb20&rts=1610779505995&prod_t=h&jsv=1722.011-3.010.ab.1724.007-3.010&sdata=brief&scs=nc7n0qq6u2&rsd=dr3r7wwqqhcmkw_svu6ydm0j8ftj8bkgroogxeegpimonrtx58em5q6p3hinizcpoeaiue3xnxtzdx9e5a8wioxzifmlo7kcttpfhp2z4s3lcxbw7yq-s7aowhwdryfalqqfahn6ctoxddlipxj7zketldfodyih&rsk=59&rcs=qrxvprlqc-zydkxxsgc2ja,1,false,false
false,https://b1t-nydc1.zemanta.com/t/imp/impression/RVEHM24COZTRNB2KMKD32EDXU5GCBXYORQXGADYSSVWILJLC4JVU54ULDX4JF4ZVQN6TC5NYAVVKFYEB3EGTN4HPQNVP4MOI4DXJ6Q4GBCEE5DC7MM4OPF4QUBTPT6FV76BOEZIPMFRDZDX2NI4AHLLXL2R3MSW6RZVR533UF7YAOPCFH4RYM4ZVKCDEUB2USUILWP5ESXBNJBRJ7T2RGQ3VEOZBT2VE7ZIBRWMY4GBXWXUFFIRTJ2SKTJD5K5J5QYVAENXAZIYTK,t/imp/impression/rvehm24coztrnb2kmkd32edxu5gcbxyorqxgadyssvwiljlc4jvu54uldx4jf4zvqn6tc5nyavvkfyeb3egtn4hpqnvp4moi4dxj6q4gbcee5dc7mm4opf4qubtpt6fv76boezipmfrdzdx2ni4ahllxl2r3msw6rzvr533uf7yaopcfh4rym4zvkcdeub2usuilwp5esxbnjbrj7t2rgq3veozbt2ve7zibrwmy4gbxwxuffirtj2sktjd5k5j5qyvaenxaziytk,0,false,false
false,https://sb.scorecardresearch.com/p?c1=7&c2=14320224&c3=123456&cv=2.0&cj=1&cs_ucfr=1,p?c1=7&c2=14320224&c3=123456&cv=2.0&cj=1&cs_ucfr=1,0,false,false



false,/logo.png,/logo.png,1,false,false
false,/logo-small.png,/logo-small.png,1,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/1.jpg,file/imghub/fairy-tail-100-years-quest/72/1.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/2.jpg,file/imghub/fairy-tail-100-years-quest/72/2.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/3.jpg,file/imghub/fairy-tail-100-years-quest/72/3.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/4.jpg,file/imghub/fairy-tail-100-years-quest/72/4.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/5.jpg,file/imghub/fairy-tail-100-years-quest/72/5.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/6.jpg,file/imghub/fairy-tail-100-years-quest/72/6.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/7.jpg,file/imghub/fairy-tail-100-years-quest/72/7.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/8.jpg,file/imghub/fairy-tail-100-years-quest/72/8.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/9.jpg,file/imghub/fairy-tail-100-years-quest/72/9.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/10.jpg,file/imghub/fairy-tail-100-years-quest/72/10.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/11.jpg,file/imghub/fairy-tail-100-years-quest/72/11.jpg,11,false,false
true,https://img.mghubcdn.com/file/imghub/fairy-tail-100-years-quest/72/12.jpg,file/imghub/fairy-tail-100-years-quest/72/12.jpg,11,false,false
false,//s3t3d2y7.ackcdn.net/images/close-icon-circle.png,//s3t3d2y7.ackcdn.net/images/close-icon-circle.png,0,false,false
